message,target
an established filmmaker ,0
"a vat of failed jokes , twitchy acting , and general boorishness ",0
the human story is pushed to one side ,0
brushes ,0
"the story is far-flung , illogical , and plain stupid . ",0
fights a good fight on behalf of the world 's endangered reefs ,0
"the images often look smeary and blurry , to the point of distraction ",0
"each scene drags , underscoring the obvious , and ",0
depressing ,0
", jackass lacks aspirations of social upheaval . ",0
"a hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as grant 's two best films ",0
the plot remains as guarded as a virgin with a chastity belt ,0
adaptation is intricately constructed and in a strange way nails all of orlean 's themes without being a true adaptation of her book . ,0
", proves it 's never too late to learn . ",0
enter and accept another world ,0
stop playing u retards,2
", he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of jonathan swift . ",0
the gorgeous piano and strings on the soundtrack ,0
"an unsettling sight , and indicative of his , if you will , out-of-kilter character , ",0
tells a story whose restatement is validated by the changing composition of the nation . ,0
a cute alien creature who mimics everyone and everything around ,0
makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything ,0
wr leave the game    make your team stronger you rretard,2
the result is so tame that even slightly wised-up kids would quickly change the channel . ,0
i truly enjoyed most of mostly martha while i ne ,0
do n't make movies like they used to anymore ,0
is one adapted - from-television movie that actually looks as if it belongs on the big screen . ,0
seriously intended ,0
"laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances ",0
"it 's something of the ultimate scorsese film , with all the stomach-turning violence , colorful new york gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas . ",0
all-star ,0
"no solace here , no entertainment value ",0
have you everrr,0
was a deserved co-winner of the audience award for documentaries at the sundance film festival ,0
"because the genre is well established , what makes the movie fresh ",0
what makes the movie fresh ,0
unforced ,0
the verdict : two bodies and hardly a laugh between them ,0
of film about growing up that we do n't see often enough these days ,0
"do all three quite well , making it one of the year 's most enjoyable releases ",0
"that place , that time ",0
"high crimes carries almost no organic intrigue as a government / marine/legal mystery , ",0
ridiculous and money-oriented ,0
i wont play ,0
", then becomes bring it on , then becomes unwatchable ",0
but enjoyable documentary . ,0
"an intimate feeling , ",0
feel sad ,0
does justice ,0
"a genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives ",0
viewing for civics classes and would-be public servants alike ,0
"takes a surprising , subtle turn at the midway point . ",0
"it 's also uninspired , lacking the real talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires . ",0
in the name of an allegedly inspiring and easily marketable flick ,0
"is too calm and thoughtful for agitprop , and the thinness of its characterizations makes it a failure as straight drama ",0
working from a surprisingly sensitive script co-written by gianni romoli ... ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up . ,0
"keeps this pretty watchable , and ",0
is a towering siren . ,0
frank capra played this story straight . ,0
that delivers on the promise of excitement ,0
the delicate forcefulness ,0
"dark humor , gorgeous exterior photography , and ",0
the film suffers from a philosophical emptiness and maddeningly sedate pacing . ,0
the charisma ,0
of those rare pictures ,0
enjoy its slightly humorous and tender story ,0
"with few respites , marshall keeps the energy humming , and his edits , unlike those in moulin rouge , are crisp and purposeful without overdoing it . ",0
"this is not a classical dramatic animated feature , nor a hip , contemporary , in-jokey one . ",0
"individual moments of mood , and an aimlessness that 's actually sort of amazing ",0
is that there 's a casual intelligence that permeates the script . ,0
kapur 's contradictory feelings about his material result in a movie that works against itself . ,0
this a moving experience for people who have n't read the book ,0
something else altogether -- clownish and ,0
"i like all four of the lead actors a lot and they manage to squeeze a few laughs out of the material , but ",0
look so bad in a major movie ,0
does such a good job of it ,0
"is a brilliantly played , deeply unsettling experience ",0
bland ,0
unimpressively ,0
lush and beautifully ,0
"the comic elements of the premise , ",0
"many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside , and i do n't think that a.c. will help this movie one bit . ",0
is predictable ,0
wobbly premise work ,0
has its faults ,0
"this is a big , juicy role ",0
to fruition in her sophomore effort ,0
"'s not helpful to listen to extremist name-calling , regardless of whether you think kissinger was a calculating fiend or just a slippery self-promoter ",0
sublimely beautiful ,0
good match ,0
that it can not even be dubbed hedonistic . ,0
"arliss howard 's ambitious , moving , and adventurous directorial debut , big bad love , meets so many of the challenges it poses for itself that one can forgive the film its flaws . ",0
packed with just as much intelligence as action ,0
plays like a student film by two guys who desperately want to be quentin tarantino when they grow up . ,0
effort and ,0
glued ,0
masterfully calibrated psychological thriller ,0
", then blood work is for you . ",0
"armed with a game supporting cast , ",0
it also happens to be the movie 's most admirable quality ,0
interesting and at times ,0
as musty as one of the golden eagle 's carpets ,0
sensuous and spirited tale ,0
for a  rd world dog,2
it ca n't be dismissed as mindless ,0
that even he seems embarrassed to be part of ,0
as a dystopian movie ,0
"is a sort of geriatric dirty harry , which will please eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man ",0
", dramatized pbs program ",0
"this method almost never fails him , and it works superbly here . ",0
the hero 's odyssey ,0
"to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us ",0
